_id,clave_entidad,entidad_federativa,clave_municipio,municipio,grupo,poblacion,pobreza_porcentaje,carencia_rezago_educativo_porcentaje,carencia_servicios_de_salud_porcentaje,carencia_seguridad_social_porcentaje,carencia_calidad_espacios_vivienda_porcentaje,carencia_servicios_basicos_vivienda_porcentaje,carencia_alimentacion_nutritiva_calidad_porcentaje,ingreso_inferior_a_lpi_porcentaje,periodo,entidad,entidad_federativa_etq
1255,20,Oaxaca,20282,San Miguel Tenango,Población indígena,43,92.744186,30.232558,-999.0,69.767442,-999.0,-999.0,67.44186,94.627907,2020-01-01,Oaxaca,Oaxaca
1256,20,Oaxaca,20283,San Miguel Tequixtepec,Población indígena,9,64.888889,-888.0,-888.0,66.666667,-888.0,-999.0,-888.0,87.555556,2020-01-01,Oaxaca,Oaxaca
1257,20,Oaxaca,20284,San Miguel Tilquiápam,Población indígena,3134,98.806932,54.51895,43.148688,85.455134,41.561386,89.439585,25.882734,98.936508,2020-01-01,Oaxaca,Oaxaca
1258,20,Oaxaca,20285,San Miguel Tlacamama,Población indígena,1621,71.271016,32.308657,18.318695,82.371393,34.567127,82.93601,27.415307,72.131117,2020-01-01,Oaxaca,Oaxaca
1259,20,Oaxaca,20286,San Miguel Tlacotepec,Población indígena,777,74.912752,48.724832,44.697987,65.90604,24.295302,48.590604,33.288591,76.29396,2020-01-01,Oaxaca,Oaxaca
1260,20,Oaxaca,20287,San Miguel Tulancingo,Población indígena,60,68.433333,33.333333,11.666667,23.333333,6.666667,-999.0,25.0,89.033333,2020-01-01,Oaxaca,Oaxaca
1261,20,Oaxaca,20288,San Miguel Yotao,Población indígena,583,97.799296,34.330986,12.852113,91.197183,35.211268,87.5,52.640845,97.799296,2020-01-01,Oaxaca,Oaxaca
1262,20,Oaxaca,20289,San Nicolás,Población indígena,15,-999.0,46.666667,-999.0,93.333333,80.0,80.0,-999.0,-999.0,2020-01-01,Oaxaca,Oaxaca
1263,20,Oaxaca,20290,San Nicolás Hidalgo,Población indígena,11,82.181818,9.090909,-888.0,100.0,90.909091,100.0,-888.0,82.181818,2020-01-01,Oaxaca,Oaxaca
1264,20,Oaxaca,20291,San Pablo Coatlán,Población indígena,156,85.660131,-999.0,-999.0,62.091503,43.79085,83.660131,-999.0,88.366013,2020-01-01,Oaxaca,Oaxaca
1265,20,Oaxaca,20292,San Pablo Cuatro Venados,Población indígena,267,98.511719,24.21875,46.875,85.546875,-999.0,99.21875,-999.0,98.511719,2020-01-01,Oaxaca,Oaxaca
1266,20,Oaxaca,20293,San Pablo Etla,Población indígena,1971,28.395571,12.875146,39.687166,52.689885,-999.0,-999.0,-999.0,31.785805,2020-01-01,Oaxaca,Oaxaca
1267,20,Oaxaca,20294,San Pablo Huitzo,Población indígena,488,57.605372,22.933884,33.471074,57.644628,26.033058,64.876033,-999.0,59.737603,2020-01-01,Oaxaca,Oaxaca
1268,20,Oaxaca,20295,San Pablo Huixtepec,Población indígena,455,67.876167,24.169343,65.126164,81.146422,37.314266,52.669625,-999.0,68.948593,2020-01-01,Oaxaca,Oaxaca
1269,20,Oaxaca,20296,San Pablo Macuiltianguis,Población indígena,899,86.055427,32.332564,-999.0,70.554273,-999.0,45.034642,-999.0,89.749423,2020-01-01,Oaxaca,Oaxaca
1270,20,Oaxaca,20297,San Pablo Tijaltepec,Población indígena,2750,97.516033,26.211782,-999.0,95.786726,38.105891,97.762864,-999.0,97.516033,2020-01-01,Oaxaca,Oaxaca
1271,20,Oaxaca,20298,San Pablo Villa de Mitla,Población indígena,7947,72.476334,31.590251,60.560063,84.267421,13.881575,32.878376,17.784139,74.450403,2020-01-01,Oaxaca,Oaxaca
1272,20,Oaxaca,20299,San Pablo Yaganiza,Población indígena,1108,82.239411,27.440147,14.27256,71.270718,22.28361,48.618785,-999.0,89.939227,2020-01-01,Oaxaca,Oaxaca
1273,20,Oaxaca,20300,San Pedro Amuzgos,Población indígena,5625,90.396709,38.281536,25.904936,84.606947,28.226691,84.223035,47.038391,91.756856,2020-01-01,Oaxaca,Oaxaca
1274,20,Oaxaca,20301,San Pedro Apóstol,Población indígena,98,68.195876,28.865979,-999.0,68.041237,43.298969,62.886598,45.360825,68.443299,2020-01-01,Oaxaca,Oaxaca
1372,20,Oaxaca,20400,Santa María Camotlán,Población indígena,25,76.166667,-999.0,-999.0,87.5,-999.0,79.166667,-999.0,76.166667,2020-01-01,Oaxaca,Oaxaca
1275,20,Oaxaca,20302,San Pedro Atoyac,Población indígena,3839,94.217759,38.39852,11.310782,61.575053,40.459831,92.415433,27.986258,95.173097,2020-01-01,Oaxaca,Oaxaca
1276,20,Oaxaca,20303,San Pedro Cajonos,Población indígena,1072,80.135338,25.469925,36.842105,78.853383,30.827068,30.733083,18.421053,81.922932,2020-01-01,Oaxaca,Oaxaca
1277,20,Oaxaca,20304,San Pedro Coxcaltepec Cántaros,Población indígena,108,96.254717,41.509434,-888.0,69.811321,25.471698,100.0,-888.0,96.254717,2020-01-01,Oaxaca,Oaxaca
1278,20,Oaxaca,20305,San Pedro Comitancillo,Población indígena,3455,32.794669,14.938489,7.264206,48.623316,9.783245,31.370826,31.019332,36.443468,2020-01-01,Oaxaca,Oaxaca
1279,20,Oaxaca,20306,San Pedro el Alto,Población indígena,4428,92.99218,43.951242,14.535419,65.110396,45.23919,69.871205,42.456302,94.866835,2020-01-01,Oaxaca,Oaxaca
1280,20,Oaxaca,20307,San Pedro Huamelula,Población indígena,2658,42.319908,32.796318,15.49674,52.742616,18.872267,100.0,34.906022,42.319908,2020-01-01,Oaxaca,Oaxaca
1281,20,Oaxaca,20308,San Pedro Huilotepec,Población indígena,2779,69.992341,24.471189,16.447848,59.555069,49.416484,66.593727,47.738877,73.556893,2020-01-01,Oaxaca,Oaxaca
1282,20,Oaxaca,20309,San Pedro Ixcatlán,Población indígena,10138,89.9251,38.289164,13.025683,80.886115,54.6608,93.840172,53.105495,90.511409,2020-01-01,Oaxaca,Oaxaca
1283,20,Oaxaca,20310,San Pedro Ixtlahuaca,Población indígena,5574,56.960479,25.50439,53.157538,82.251842,39.595208,76.70284,30.913751,57.457068,2020-01-01,Oaxaca,Oaxaca
1284,20,Oaxaca,20311,San Pedro Jaltepetongo,Población indígena,475,96.797895,34.105263,2.315789,75.368421,66.315789,95.789474,4.0,97.189474,2020-01-01,Oaxaca,Oaxaca
1285,20,Oaxaca,20312,San Pedro Jicayán,Población indígena,12678,85.3121,25.335338,43.644084,82.068614,26.508032,92.769368,54.959412,85.711141,2020-01-01,Oaxaca,Oaxaca
1286,20,Oaxaca,20313,San Pedro Jocotipac,Población indígena,646,89.752739,39.43662,-999.0,67.762128,22.065728,82.00313,23.317684,91.960876,2020-01-01,Oaxaca,Oaxaca
1287,20,Oaxaca,20314,San Pedro Juchatengo,Población indígena,94,74.741935,43.010753,-999.0,73.11828,-999.0,-999.0,-999.0,78.483871,2020-01-01,Oaxaca,Oaxaca
1288,20,Oaxaca,20315,San Pedro Mártir,Población indígena,1664,65.833846,35.261538,51.692308,80.8,69.6,95.323077,28.307692,65.919385,2020-01-01,Oaxaca,Oaxaca
1289,20,Oaxaca,20316,San Pedro Mártir Quiechapa,Población indígena,237,89.342105,22.807018,23.245614,78.947368,28.508772,82.017544,53.070175,89.631579,2020-01-01,Oaxaca,Oaxaca
1290,20,Oaxaca,20317,San Pedro Mártir Yucuxaco,Población indígena,68,89.223881,-999.0,37.313433,89.552239,-999.0,94.029851,-999.0,89.223881,2020-01-01,Oaxaca,Oaxaca
1291,20,Oaxaca,20318,San Pedro Mixtepec,Población indígena,4332,55.636174,25.397127,47.132227,72.456049,20.603699,36.165603,23.983217,58.733794,2020-01-01,Oaxaca,Oaxaca
1292,20,Oaxaca,20319,San Pedro Mixtepec,Población indígena,961,91.797895,29.368421,20.842105,69.894737,30.736842,61.473684,17.052632,95.504211,2020-01-01,Oaxaca,Oaxaca
1293,20,Oaxaca,20320,San Pedro Molinos,Población indígena,660,87.759202,25.0,25.0,69.631902,20.092025,73.159509,20.552147,89.960123,2020-01-01,Oaxaca,Oaxaca
1294,20,Oaxaca,20321,San Pedro Nopala,Población indígena,1,90.0,-888.0,-888.0,100.0,-888.0,-888.0,-888.0,90.0,2020-01-01,Oaxaca,Oaxaca
1295,20,Oaxaca,20322,San Pedro Ocopetatillo,Población indígena,786,95.865806,48.645161,9.290323,83.483871,30.451613,77.806452,36.0,96.566452,2020-01-01,Oaxaca,Oaxaca
1296,20,Oaxaca,20323,San Pedro Ocotepec,Población indígena,2394,92.961506,31.556684,-999.0,88.57868,25.930626,69.458545,-999.0,93.546531,2020-01-01,Oaxaca,Oaxaca
1297,20,Oaxaca,20324,San Pedro Pochutla,Población indígena,7414,56.183563,37.838859,51.0347,81.802367,36.204215,79.052585,30.882722,56.623798,2020-01-01,Oaxaca,Oaxaca
1298,20,Oaxaca,20325,San Pedro Quiatoni,Población indígena,11901,96.23894,44.041495,21.287723,87.088477,41.881001,82.570302,24.579904,96.503344,2020-01-01,Oaxaca,Oaxaca
1299,20,Oaxaca,20326,San Pedro Sochiápam,Población indígena,4995,94.090132,37.33469,24.577823,82.848423,28.769074,68.321465,58.96236,96.604273,2020-01-01,Oaxaca,Oaxaca
1300,20,Oaxaca,20327,San Pedro Tapanatepec,Población indígena,1846,59.944291,43.745551,35.490341,76.111369,20.020352,73.184557,51.62329,61.282927,2020-01-01,Oaxaca,Oaxaca
1301,20,Oaxaca,20329,San Pedro Teozacoalco,Población indígena,71,93.742857,-999.0,30.0,88.571429,-999.0,71.428571,-999.0,93.742857,2020-01-01,Oaxaca,Oaxaca
1302,20,Oaxaca,20330,San Pedro Teutila,Población indígena,1820,94.632483,41.407982,11.031042,86.585366,26.16408,93.015521,61.862528,94.939579,2020-01-01,Oaxaca,Oaxaca
1303,20,Oaxaca,20331,San Pedro Tidaá,Población indígena,553,87.51619,49.52381,13.904762,60.571429,19.428571,72.0,40.380952,89.398095,2020-01-01,Oaxaca,Oaxaca
1304,20,Oaxaca,20332,San Pedro Topiltepec,Población indígena,16,-999.0,-999.0,-999.0,-999.0,-888.0,-999.0,-888.0,-999.0,2020-01-01,Oaxaca,Oaxaca
1305,20,Oaxaca,20333,San Pedro Totolápam,Población indígena,564,54.105166,32.472325,-999.0,60.885609,18.819188,44.833948,16.236162,56.817343,2020-01-01,Oaxaca,Oaxaca
1306,20,Oaxaca,20334,Villa de Tututepec,Población indígena,7605,71.367196,45.869214,24.138859,84.297632,38.347686,77.839074,44.362217,72.012783,2020-01-01,Oaxaca,Oaxaca
1307,20,Oaxaca,20335,San Pedro Yaneri,Población indígena,863,93.486612,34.691502,9.429569,87.66007,-999.0,81.606519,-999.0,94.06752,2020-01-01,Oaxaca,Oaxaca
1308,20,Oaxaca,20336,San Pedro Yólox,Población indígena,1685,85.268278,37.34139,-999.0,85.619335,10.453172,31.178248,-999.0,86.050151,2020-01-01,Oaxaca,Oaxaca
1309,20,Oaxaca,20337,San Pedro y San Pablo Ayutla,Población indígena,5461,81.30243,44.897959,27.50243,75.996113,39.844509,65.947522,22.176871,83.45792,2020-01-01,Oaxaca,Oaxaca
1310,20,Oaxaca,20338,Villa de Etla,Población indígena,2051,49.442608,23.057373,51.718789,67.236359,19.528817,39.639457,18.360213,51.501127,2020-01-01,Oaxaca,Oaxaca
1311,20,Oaxaca,20339,San Pedro y San Pablo Teposcolula,Población indígena,285,50.167857,14.285714,17.5,70.714286,-999.0,37.857143,-999.0,51.057143,2020-01-01,Oaxaca,Oaxaca
1312,20,Oaxaca,20340,San Pedro y San Pablo Tequixtepec,Población indígena,457,79.156463,34.013605,19.727891,54.421769,-999.0,50.566893,42.630385,83.741497,2020-01-01,Oaxaca,Oaxaca
1313,20,Oaxaca,20341,San Pedro Yucunama,Población indígena,4,-999.0,-888.0,-888.0,100.0,100.0,-888.0,-888.0,-999.0,2020-01-01,Oaxaca,Oaxaca
1314,20,Oaxaca,20342,San Raymundo Jalpan,Población indígena,526,-999.0,19.186047,26.744186,60.271318,-999.0,40.310078,19.186047,-999.0,2020-01-01,Oaxaca,Oaxaca
1315,20,Oaxaca,20343,San Sebastián Abasolo,Población indígena,1020,60.11001,21.11001,47.175421,71.85332,15.460852,56.095144,18.830525,62.658077,2020-01-01,Oaxaca,Oaxaca
1316,20,Oaxaca,20344,San Sebastián Coatlán,Población indígena,74,89.097222,36.111111,33.333333,72.222222,-999.0,90.277778,-999.0,90.069444,2020-01-01,Oaxaca,Oaxaca
1317,20,Oaxaca,20345,San Sebastián Ixcapa,Población indígena,721,71.448373,38.472419,23.762376,79.207921,35.643564,86.704385,41.442716,71.595474,2020-01-01,Oaxaca,Oaxaca
1318,20,Oaxaca,20346,San Sebastián Nicananduta,Población indígena,1268,92.647482,33.253397,14.628297,75.859313,13.269384,62.270184,63.069544,93.688249,2020-01-01,Oaxaca,Oaxaca
1319,20,Oaxaca,20347,San Sebastián Río Hondo,Población indígena,868,92.833532,37.812128,21.046373,79.548157,26.872771,91.319857,23.781213,93.068966,2020-01-01,Oaxaca,Oaxaca
1320,20,Oaxaca,20348,San Sebastián Tecomaxtlahuaca,Población indígena,3357,77.088137,46.020128,34.644709,82.860628,36.8405,75.114364,33.150351,77.569991,2020-01-01,Oaxaca,Oaxaca
1321,20,Oaxaca,20349,San Sebastián Teitipac,Población indígena,1104,49.482159,38.517841,55.718207,60.10979,12.625801,62.305581,16.376944,50.371455,2020-01-01,Oaxaca,Oaxaca
1322,20,Oaxaca,20350,San Sebastián Tutla,Población indígena,2364,25.352174,9.803479,46.908928,58.045864,-999.0,-999.0,-999.0,29.907248,2020-01-01,Oaxaca,Oaxaca
1323,20,Oaxaca,20351,San Simón Almolongas,Población indígena,43,89.0,19.047619,-999.0,88.095238,-999.0,83.333333,-999.0,92.904762,2020-01-01,Oaxaca,Oaxaca
1324,20,Oaxaca,20352,San Simón Zahuatlán,Población indígena,4931,99.65057,56.275469,62.93806,96.108394,52.220864,66.585167,58.312958,99.65057,2020-01-01,Oaxaca,Oaxaca
1325,20,Oaxaca,20353,Santa Ana,Población indígena,37,91.666667,-999.0,30.555556,100.0,-999.0,88.888889,-999.0,91.666667,2020-01-01,Oaxaca,Oaxaca
1326,20,Oaxaca,20354,Santa Ana Ateixtlahuaca,Población indígena,474,97.220085,48.717949,83.760684,78.846154,-999.0,75.42735,-999.0,98.972222,2020-01-01,Oaxaca,Oaxaca
1327,20,Oaxaca,20355,Santa Ana Cuauhtémoc,Población indígena,498,92.006061,53.737374,-999.0,54.343434,-999.0,71.111111,54.141414,96.181818,2020-01-01,Oaxaca,Oaxaca
1328,20,Oaxaca,20356,Santa Ana del Valle,Población indígena,2107,72.025974,37.085137,61.471861,81.144781,17.219817,59.211159,16.738817,72.808562,2020-01-01,Oaxaca,Oaxaca
1329,20,Oaxaca,20357,Santa Ana Tavela,Población indígena,37,77.916667,-999.0,-999.0,75.0,-999.0,88.888889,-999.0,77.916667,2020-01-01,Oaxaca,Oaxaca
1330,20,Oaxaca,20358,Santa Ana Tlapacoyan,Población indígena,23,70.173913,-999.0,-999.0,-999.0,82.608696,82.608696,-999.0,70.173913,2020-01-01,Oaxaca,Oaxaca
1331,20,Oaxaca,20359,Santa Ana Yareni,Población indígena,635,91.587859,38.498403,24.28115,73.003195,33.70607,76.357827,12.300319,92.348243,2020-01-01,Oaxaca,Oaxaca
1332,20,Oaxaca,20360,Santa Ana Zegache,Población indígena,1988,75.819847,34.554707,41.78117,64.37659,25.597964,83.969466,34.300254,77.04173,2020-01-01,Oaxaca,Oaxaca
1333,20,Oaxaca,20361,Santa Catalina Quierí,Población indígena,819,95.161567,39.167687,11.505508,84.94492,21.29743,91.554468,20.195838,95.401469,2020-01-01,Oaxaca,Oaxaca
1334,20,Oaxaca,20362,Santa Catarina Cuixtla,Población indígena,503,72.094949,44.848485,34.949495,64.242424,15.353535,48.888889,-999.0,73.056566,2020-01-01,Oaxaca,Oaxaca
1335,20,Oaxaca,20363,Santa Catarina Ixtepeji,Población indígena,312,80.918831,31.493506,44.480519,72.077922,-999.0,52.922078,-999.0,83.279221,2020-01-01,Oaxaca,Oaxaca
1336,20,Oaxaca,20364,Santa Catarina Juquila,Población indígena,4099,81.011581,41.848223,34.149289,89.268582,26.791873,85.187059,32.368387,81.221406,2020-01-01,Oaxaca,Oaxaca
1337,20,Oaxaca,20365,Santa Catarina Lachatao,Población indígena,694,73.877729,16.157205,-999.0,73.071325,-999.0,-999.0,-999.0,77.960699,2020-01-01,Oaxaca,Oaxaca
1338,20,Oaxaca,20366,Santa Catarina Loxicha,Población indígena,754,95.043243,47.567568,41.216216,77.432432,48.783784,71.216216,39.594595,95.806757,2020-01-01,Oaxaca,Oaxaca
1536,20,Oaxaca,20567,Zapotitlán Lagunas,Población indígena,40,56.512821,-999.0,-999.0,66.666667,-999.0,56.410256,-999.0,57.384615,2020-01-01,Oaxaca,Oaxaca
1339,20,Oaxaca,20367,Santa Catarina Mechoacán,Población indígena,4532,92.848945,40.167839,22.204582,78.294398,29.666591,90.587435,51.712406,93.731685,2020-01-01,Oaxaca,Oaxaca
1340,20,Oaxaca,20368,Santa Catarina Minas,Población indígena,51,-999.0,-999.0,-999.0,84.0,-999.0,68.0,-999.0,-999.0,2020-01-01,Oaxaca,Oaxaca
1341,20,Oaxaca,20369,Santa Catarina Quiané,Población indígena,91,-999.0,-999.0,-999.0,58.426966,-999.0,-999.0,-999.0,-999.0,2020-01-01,Oaxaca,Oaxaca
1342,20,Oaxaca,20370,Santa Catarina Tayata,Población indígena,134,81.431818,-999.0,21.969697,59.848485,34.848485,76.515152,-999.0,82.992424,2020-01-01,Oaxaca,Oaxaca
1343,20,Oaxaca,20371,Santa Catarina Ticuá,Población indígena,863,94.486228,30.05988,21.437126,72.215569,21.916168,76.886228,28.263473,97.22994,2020-01-01,Oaxaca,Oaxaca
1344,20,Oaxaca,20372,Santa Catarina Yosonotú,Población indígena,1294,91.147766,45.618557,5.32646,47.250859,11.340206,95.017182,-999.0,93.275773,2020-01-01,Oaxaca,Oaxaca
1345,20,Oaxaca,20373,Santa Catarina Zapoquila,Población indígena,7,72.285714,-888.0,14.285714,71.428571,-888.0,71.428571,100.0,72.285714,2020-01-01,Oaxaca,Oaxaca
1346,20,Oaxaca,20374,Santa Cruz Acatepec,Población indígena,1630,94.099815,37.831177,10.782502,88.786198,61.737523,82.871226,32.039433,94.211953,2020-01-01,Oaxaca,Oaxaca
1347,20,Oaxaca,20375,Santa Cruz Amilpas,Población indígena,2909,53.688282,15.616439,42.149979,68.266767,21.858304,18.907949,15.50659,59.271039,2020-01-01,Oaxaca,Oaxaca
1348,20,Oaxaca,20376,Santa Cruz de Bravo,Población indígena,17,94.0,52.941176,-888.0,94.117647,-888.0,94.117647,35.294118,94.0,2020-01-01,Oaxaca,Oaxaca
1349,20,Oaxaca,20377,Santa Cruz Itundujia,Población indígena,2236,92.929252,40.725624,10.748299,62.76644,35.147392,97.324263,44.30839,92.97551,2020-01-01,Oaxaca,Oaxaca
1350,20,Oaxaca,20378,Santa Cruz Mixtepec,Población indígena,1104,94.180238,36.870997,18.84721,90.759378,43.275389,93.595608,62.763038,94.288198,2020-01-01,Oaxaca,Oaxaca
1351,20,Oaxaca,20379,Santa Cruz Nundaco,Población indígena,2872,90.058845,24.14408,24.536377,80.135521,30.634807,89.265335,39.300999,90.652639,2020-01-01,Oaxaca,Oaxaca
1352,20,Oaxaca,20380,Santa Cruz Papalutla,Población indígena,1211,56.910075,35.470441,25.978351,73.272273,14.404663,73.355537,13.322231,57.863447,2020-01-01,Oaxaca,Oaxaca
1353,20,Oaxaca,20381,Santa Cruz Tacache de Mina,Población indígena,15,-999.0,-999.0,-999.0,-999.0,-888.0,-999.0,-999.0,-999.0,2020-01-01,Oaxaca,Oaxaca
1354,20,Oaxaca,20382,Santa Cruz Tacahua,Población indígena,727,91.195745,28.510638,-999.0,-999.0,21.843972,96.312057,28.93617,93.011348,2020-01-01,Oaxaca,Oaxaca
1355,20,Oaxaca,20383,Santa Cruz Tayata,Población indígena,19,98.888889,33.333333,-999.0,94.444444,77.777778,100.0,100.0,98.888889,2020-01-01,Oaxaca,Oaxaca
1356,20,Oaxaca,20384,Santa Cruz Xitla,Población indígena,3964,92.222137,48.911094,28.59339,86.856264,32.410966,76.582116,41.762747,92.564438,2020-01-01,Oaxaca,Oaxaca
1357,20,Oaxaca,20385,Santa Cruz Xoxocotlán,Población indígena,24221,59.331957,17.71282,50.890874,68.837504,19.53212,51.504019,19.575864,62.255605,2020-01-01,Oaxaca,Oaxaca
1358,20,Oaxaca,20386,Santa Cruz Zenzontepec,Población indígena,14728,96.158761,41.399846,-999.0,73.376305,60.674,96.468857,34.309535,96.441603,2020-01-01,Oaxaca,Oaxaca
1359,20,Oaxaca,20387,Santa Gertrudis,Población indígena,37,78.916667,44.444444,-999.0,77.777778,-999.0,55.555556,-999.0,80.305556,2020-01-01,Oaxaca,Oaxaca
1360,20,Oaxaca,20388,Santa Inés del Monte,Población indígena,85,94.614458,28.915663,38.554217,93.975904,-999.0,86.746988,-999.0,94.614458,2020-01-01,Oaxaca,Oaxaca
1361,20,Oaxaca,20389,Santa Inés Yatzeche,Población indígena,903,74.077095,58.994413,4.469274,83.351955,29.608939,52.402235,3.575419,74.315084,2020-01-01,Oaxaca,Oaxaca
1362,20,Oaxaca,20390,Santa Lucía del Camino,Población indígena,12738,38.165211,14.8516,48.767054,61.501961,15.850663,5.484243,17.37584,43.682111,2020-01-01,Oaxaca,Oaxaca
1363,20,Oaxaca,20391,Santa Lucía Miahuatlán,Población indígena,3371,98.183409,49.200603,20.844646,88.597285,48.476621,94.570136,64.404223,98.308899,2020-01-01,Oaxaca,Oaxaca
1364,20,Oaxaca,20392,Santa Lucía Monteverde,Población indígena,5274,96.391672,35.868035,9.314021,72.178636,38.442969,97.465299,42.305371,96.951921,2020-01-01,Oaxaca,Oaxaca
1365,20,Oaxaca,20393,Santa Lucía Ocotlán,Población indígena,4041,90.20274,43.910336,14.86924,87.721046,27.770859,83.835616,20.772105,90.539477,2020-01-01,Oaxaca,Oaxaca
1366,20,Oaxaca,20394,Santa María Alotepec,Población indígena,2792,80.017311,27.18232,17.200737,73.554328,20.441989,67.734807,-999.0,84.883241,2020-01-01,Oaxaca,Oaxaca
1367,20,Oaxaca,20395,Santa María Apazco,Población indígena,1609,94.916451,43.523316,20.466321,71.178756,42.098446,93.65285,18.134715,95.226036,2020-01-01,Oaxaca,Oaxaca
1368,20,Oaxaca,20396,Santa María la Asunción,Población indígena,3236,96.313154,54.389857,13.153724,86.656101,43.835182,84.627575,59.366086,96.490016,2020-01-01,Oaxaca,Oaxaca
1369,20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,Población indígena,23980,63.50354,14.53212,-999.0,55.602445,-999.0,66.053411,29.692632,66.303034,2020-01-01,Oaxaca,Oaxaca
1370,20,Oaxaca,20398,Ayoquezco de Aldama,Población indígena,869,77.870238,54.404762,17.5,72.142857,26.785714,67.738095,21.904762,78.325,2020-01-01,Oaxaca,Oaxaca
1371,20,Oaxaca,20399,Santa María Atzompa,Población indígena,11426,52.182118,17.130718,54.88522,67.165878,21.880154,41.435622,16.353393,56.002385,2020-01-01,Oaxaca,Oaxaca
1373,20,Oaxaca,20401,Santa María Colotepec,Población indígena,4435,51.002066,40.219765,44.874033,84.290342,31.812542,71.294055,46.522648,52.431172,2020-01-01,Oaxaca,Oaxaca
1374,20,Oaxaca,20402,Santa María Cortijo,Población indígena,103,84.188119,47.524752,-999.0,78.217822,47.524752,93.069307,72.277228,84.346535,2020-01-01,Oaxaca,Oaxaca
1375,20,Oaxaca,20403,Santa María Coyotepec,Población indígena,619,53.513158,19.901316,29.605263,56.907895,25.0,-999.0,17.763158,63.254934,2020-01-01,Oaxaca,Oaxaca
1376,20,Oaxaca,20404,Santa María Chachoápam,Población indígena,31,62.6,33.333333,46.666667,70.0,36.666667,40.0,-999.0,66.333333,2020-01-01,Oaxaca,Oaxaca
1377,20,Oaxaca,20405,Villa de Chilapa de Díaz,Población indígena,465,84.276087,41.521739,20.652174,84.347826,31.086957,71.304348,-999.0,84.484783,2020-01-01,Oaxaca,Oaxaca
1378,20,Oaxaca,20406,Santa María Chilchotla,Población indígena,21260,95.676884,44.605968,16.92808,82.483741,55.900918,98.240245,40.885616,95.699359,2020-01-01,Oaxaca,Oaxaca
1379,20,Oaxaca,20407,Santa María Chimalapa,Población indígena,5974,89.742969,43.139594,-999.0,84.148628,31.634566,74.177604,30.816431,90.743651,2020-01-01,Oaxaca,Oaxaca
1380,20,Oaxaca,20408,Santa María del Rosario,Población indígena,132,89.519084,31.29771,27.480916,67.175573,-999.0,89.312977,-999.0,91.015267,2020-01-01,Oaxaca,Oaxaca
1381,20,Oaxaca,20409,Santa María del Tule,Población indígena,1201,46.061102,17.728055,24.354561,50.774527,23.924269,-999.0,-999.0,54.515491,2020-01-01,Oaxaca,Oaxaca
1382,20,Oaxaca,20410,Santa María Ecatepec,Población indígena,2109,94.28348,23.216031,13.245357,80.791789,17.69306,25.513196,23.998045,95.967742,2020-01-01,Oaxaca,Oaxaca
1383,20,Oaxaca,20411,Santa María Guelacé,Población indígena,351,60.942857,30.857143,53.142857,63.428571,20.857143,45.428571,25.142857,63.68,2020-01-01,Oaxaca,Oaxaca
1384,20,Oaxaca,20412,Santa María Guienagati,Población indígena,1560,81.89703,42.574257,25.346535,82.112211,29.834983,76.435644,50.957096,82.312871,2020-01-01,Oaxaca,Oaxaca
1385,20,Oaxaca,20413,Santa María Huatulco,Población indígena,4037,50.633033,28.299354,41.063216,66.599413,30.087862,48.242383,19.450664,54.258555,2020-01-01,Oaxaca,Oaxaca
1386,20,Oaxaca,20414,Santa María Huazolotitlán,Población indígena,5136,79.053921,35.196524,33.142406,81.019159,24.511159,60.833498,38.060438,80.775627,2020-01-01,Oaxaca,Oaxaca
1387,20,Oaxaca,20415,Santa María Ipalapa,Población indígena,1493,84.166667,40.027322,20.423497,88.86612,18.510929,89.685792,46.653005,84.166667,2020-01-01,Oaxaca,Oaxaca
1388,20,Oaxaca,20416,Santa María Ixcatlán,Población indígena,38,93.135135,54.054054,83.783784,45.945946,35.135135,72.972973,43.243243,93.135135,2020-01-01,Oaxaca,Oaxaca
1389,20,Oaxaca,20417,Santa María Jacatepec,Población indígena,7774,79.89904,35.076564,16.169219,84.414742,22.605762,68.102777,66.052427,80.482741,2020-01-01,Oaxaca,Oaxaca
1390,20,Oaxaca,20418,Santa María Jalapa del Marqués,Población indígena,1228,60.054187,41.095012,46.301117,71.468758,19.604419,70.951367,32.987793,61.372555,2020-01-01,Oaxaca,Oaxaca
1391,20,Oaxaca,20419,Santa María Jaltianguis,Población indígena,449,75.478747,12.751678,13.199105,74.272931,-999.0,32.662192,-999.0,82.691275,2020-01-01,Oaxaca,Oaxaca
1392,20,Oaxaca,20420,Santa María Lachixío,Población indígena,1670,94.575526,31.038878,-999.0,91.268324,35.117909,76.736775,-999.0,94.834289,2020-01-01,Oaxaca,Oaxaca
1393,20,Oaxaca,20421,Santa María Mixtequilla,Población indígena,217,55.306604,25.943396,-999.0,56.132075,-999.0,37.735849,-999.0,60.221698,2020-01-01,Oaxaca,Oaxaca
1394,20,Oaxaca,20422,Santa María Nativitas,Población indígena,313,78.424837,27.124183,-999.0,58.496732,-999.0,65.686275,-999.0,85.748366,2020-01-01,Oaxaca,Oaxaca
1395,20,Oaxaca,20423,Santa María Nduayaco,Población indígena,14,90.285714,50.0,42.857143,50.0,42.857143,64.285714,14.285714,96.928571,2020-01-01,Oaxaca,Oaxaca
